language,term,translation,parent,status
Spanish,llegaste,(?) did you reach; (you) came; arrive,,1
Spanish,recuerdo,(I) remember; remember; souvenir,,1
Spanish,miré,look at; watch; (I) saw,,1
Spanish,novecientos,nine hundred; 900,,1
Spanish,recordamos,(we) remembered; (we) remember; remember,,1
Spanish,practiqué,(I) played; play; (I) practiced,,1
Spanish,llegué,(I) reached; arrive; (I) arrived,,1
Spanish,practicó,(you) played; (he) played; (she) played,,1
Spanish,ochocientos,eight hundred,,1
Spanish,setecientos,seven hundred,,1
Spanish,morir,to die; (to) die out,,1
Spanish,vivió,(she) lived; (he) lived; live,,1
Spanish,me preocupo,(I) worry; I'm worried,,1
Spanish,encuentra,find; finds; encounters,,1
Spanish,vi,saw; see; (I) saw,,1
Spanish,viste,saw; (?) did you see; (?) did you watch,,1
Spanish,comprender,understand; (to) understand; realize,,1
Spanish,cogí,caught; made; (I) took,,1
Spanish,parar,to stop; (to) stop; (to) stay,,1
Spanish,empecé,(I) started; (I) began; started,,1
Spanish,responder,to answer; (to) respond to; (to) respond,,1
Spanish,empezó,(he) began; (?) did it start; (she) started,,1
Spanish,ejemplo,instance; example; lead,,1
Spanish,necesitar,to need; (to) need,,1
Spanish,nos sentamos,(we)  sit; (?) should we sit; (we) sat down,,1
Spanish,sentarnos,(to) sit; sit; be seated,,1
Spanish,enseñando,teaching,,1
Spanish,preocuparse,to worry,,1
Spanish,habló,speak; (?) did he talk; (he) spoke,,1
Spanish,estudió,studied; study; (he) studied,,1
Spanish,seiscientos,six hundred; 600,,1
Spanish,caminaron,(?) did you walk; (they) walked; walk,,1
Spanish,disfrutando,enjoying,,1
Spanish,compraron,fixed; (?) did you buy; buy,,1
Spanish,encontraron,(they) found; found; (?) did you find,,1
Spanish,ruido,noise; noisy; sound,,1
Spanish,posible,possible,,1
Spanish,quinientos,five hundred,,1
Spanish,entonces,then; so; anyway,,1
Spanish,vinimos,(we) arrived; (we) came; come,,1
Spanish,compraste,(?) did you buy; (?) did you get; (you) bought,,1
Spanish,vinieron,(they) came; (?) did you come; come,,1
Spanish,encontramos,(we) find; (we) found; found,,1
Spanish,siguiente,following; next,,1
Spanish,fumar,to smoke,,1
Spanish,querría,(I) would like; (he) would want; want,,1
Spanish,algo de,some,,1
Spanish,cuatrocientos,four hundred,,1
Spanish,alguien,anyone; someone; somebody,,1
Spanish,nos vemos,see you,,1
Spanish,espere,hold on; (you) wait; wait,,1
Spanish,viniste,(you) came; (?) did you come; come,,1
Spanish,trescientos,three hundred,,1
Spanish,vine,(I) arrived; (I) came; come,,1
Spanish,nacionalidad,nationality,,1
Spanish,llovió,(it) rained; rain,,1
Spanish,montaste,(?) did you ride; start; (you) rode,,1
Spanish,nevó,(it) snowed; snow,,1
Spanish,nos encontramos,we met up; (we) are meeting up; (?) are we meeting up,,1
Spanish,corrió,run; (she) ran; (you) ran,,1
Spanish,haber,had; (to) be; (to) have,,1
Spanish,caminó,(he) walked; (?) did you walk; (she) walked,,1
Spanish,lluvia,rain; barrage; hail,,1
Spanish,comienzo,(I) begin; beginning; (I) start,,1
Spanish,árbol,tree,,1
Spanish,duermo,I am sleeping; sleep; (I) fall asleep,,1
Spanish,me encuentro,feel; (I) meet up; i'm,,1
Spanish,encantar,to love,,1
Spanish,nevando,snowing,,1
Spanish,comenzamos,(we) started; (we) began; (?) do we start,,1
Spanish,lloviendo,raining,,1
Spanish,encontrarme,(to) meet up; meeting up,,1
Spanish,comenzar,to start; (to) commence; (to) begin,,1
Spanish,nevar,to snow,,1
Spanish,llover,to rain; (to) leak,,1
Spanish,clima,weather; climate,,1
Spanish,caluroso,hot; warm,,1
Spanish,usando,using; wearing; (?) are you using,,1
Spanish,encontró,(he) found; encountered; (she) found,,1
Spanish,emocionante,exciting; moving,,1
Spanish,oración,sentence; prayer,,1
Spanish,duro,heavier; tight; severe,,1
Spanish,gracioso,funny,,1
Spanish,elegimos,(we) are choosing; choose; (we) choose,,1
Spanish,pagaste,pay; (you) paid for; (?) did you pay for,,1
Spanish,elijo,(?) should I choose; (I) choose; I'm choosing,,1
Spanish,querer,to want; love; like,,1
Spanish,eliges,(you) choose; (?) can you choose; choose,,1
Spanish,anuncio,advertisement; sign; announcement,,1
Spanish,encontraste,(you) found; (?) did you find; find,,1
Spanish,el mío,mine,,1
Spanish,ahí,there; then,,1
Spanish,coge,makes; (he) takes; takes,,1
Spanish,vida,lifetime; life; lives,,1
Spanish,coger,to take,,1
Spanish,el azul,the blue one,,1
Spanish,cojo,get; taking; (I) take,,1
Spanish,encontré,find; found; met up,,1
Spanish,el rojo,the red one,,1
Spanish,la amarilla,the yellow one,,1
Spanish,algún,any; a; one,,1
Spanish,pagamos,pay; paid; are paying for,,1
Spanish,doscientos,two hundred,,1
Spanish,gran,great; big; large,,1
Spanish,tercer,third,,1
Spanish,ningún,any; none; no,,1
Spanish,olvidar,to forget; (to) leave … behind,,1
Spanish,pagó,(he) paid for; (?) did you pay; pay,,1
Spanish,buen,good; nice; great,,1
Spanish,primer,first,,1
Spanish,tercero,third,,1
Spanish,segundo,second; 2,,1
Spanish,completamente,completely,,1
Spanish,ay,oh; ouch,,1
Spanish,último,final; last; latest,,1
Spanish,ninguno,neither; none of them; any,,1
Spanish,pobre,poor; poor thing,,1
Spanish,elegir,choose; select,,1
Spanish,nadie,nobody; no one; no-one,,1
Spanish,ciento,a hundred; percent; one hundred,,1
Spanish,compró,fixed; (?) did she buy; (she) got,,1
Spanish,compré,(I) bought; buy; get,,1
Spanish,escribiste,(?) did you write; write; (you) wrote,,1
Spanish,hizo,(he) made; made; asked,,1
Spanish,escribí,(I) wrote; write; (I) typed,,1
Spanish,conoció,know; (he) met; (?) did they meet,,1
Spanish,bebieron,drink; (they) drank; (?) did you drink,,1
Spanish,hicieron,(they) took; work; (they) went,,1
Spanish,cogimos,made; (we) took; get,,1
Spanish,disfrutaron,(?) did you enjoy; enjoy; (you) enjoyed,,1
Spanish,caminé,(I) walked; walk,,1
Spanish,disfrutaste,(?) did you enjoy; enjoyed; enjoy,,1
Spanish,hice,(I) asked; (I) did; (I) took,,1
Spanish,visitó,(she) visited; (?) did you visit; visit,,1
Spanish,hicimos,work; made; packed,,1
Spanish,hiciste,(?) did you play; become; made,,1
Spanish,saliste,(?) did you go out; (you) went out; (?) did you leave,,1
Spanish,abriste,(?) did you open; start; bored,,1
Spanish,salí,left; (I) left; appeared,,1
Spanish,abrí,open; get; got,,1
Spanish,conocieron,(?) did you meet; (they) met; meet,,1
Spanish,bebió,drink; (?) did you drink; (she) had,,1
Spanish,disfrutó,(it) enjoyed; (he) enjoyed; (she) enjoyed,,1
Spanish,disfruté,(I) enjoy; (I) enjoyed; enjoy,,1
Spanish,viajó,travel; (she) traveled; (he) traveled,,1
Spanish,caminaste,walk; (you) walked; (?) did you walk,,1
Spanish,viajaron,travel; (they) traveled; (?) did you travel,,1
Spanish,miramos,look; watch; (we) looked at,,1
Spanish,visitaron,(they) visited; visit; (?) did you visit,,1
Spanish,estuvimos,we were; (we) stayed; is,,1
Spanish,aprendimos,learn; (we) learned; learned,,1
Spanish,conocimos,(we) knew; (we) met; meet,,1
Spanish,barco,ship; boat; riverboat,,1
Spanish,escuchamos,(we) are are listening to; heard; (we) listened to,,1
Spanish,visitamos,(we) visit; (we) visited; visit,,1
Spanish,montamos,(we) ride; start; (we) rode,,1
Spanish,cenamos,(we) have dinner; (we) had dinner; (we) ate dinner,,1
Spanish,bailamos,(we) dance; (we) danced; (?) should we dance,,1
Spanish,fuimos,go; (we) were; (we) went,,1
Spanish,querido,dear; wanted,,1
Spanish,anoche,last night,,1
Spanish,corrimos,(we) ran; run; (we) went running,,1
Spanish,comimos,ate; (we) had; (we) ate,,1
Spanish,vimos,saw; see; (we) saw,,1
Spanish,dormimos,(we) sleep; (we) slept; (we) fell asleep,,1
Spanish,bebimos,(we) drank; drank,,1
Spanish,nadamos,(we) swam; (we) swim; swim,,1
Spanish,pasamos,we're stopping by; passed; (?) did we send,,1
Spanish,disfrutamos,(we) enjoyed; (we) enjoy; (we) are enjoying,,1
Spanish,caminamos,(we) are walking; (we) walk; (we) walked,,1
Spanish,viajamos,traveled; (we) are traveling; (we) traveled,,1
Spanish,practicamos,played; practice,,1
Spanish,nieve,snow,,1
Spanish,salieron,(they) went out; go; leave,,1
Spanish,salió,(she) went out; (he) left; out,,1
Spanish,comieron,(they) ate; eat; (?) did you eat,,1
Spanish,comió,(?) did she eat; ate; (he) ate,,1
Spanish,estuvieron,they were; (they/you-plural) were; (they/you-plural) stayed,,1
Spanish,estuvo,it was; (he/she/it/you) stayed; (you-formal) were,,1
Spanish,pez,fish,,1
Spanish,cocinó,cook; (she) cooked; (he) cooked,,1
Spanish,lavó,wash; (he) washed; washed,,1
Spanish,fueron,(they) went; go; (?) did they go,,1
Spanish,lavaron,(?) did they wash; wash; (they) washed,,1
Spanish,fue,was; (he) went; (?) did he go,,1
Spanish,cocinaron,cook; (?) did they cook; (they) cooked,,1
Spanish,búho,owl,,1
Spanish,abrieron,open; (?) did they open; (they) opened,,1
Spanish,escribieron,(?) did they write; write; (they) wrote,,1
Spanish,aprendió,(she) learned; learn; (he) learned,,1
Spanish,abrió,(?) did she open; open; start,,1
Spanish,escribió,(?) did you write; (she) wrote; (he) wrote,,1
Spanish,aprendieron,(?) did you learn; learn; (they) learned,,1
Spanish,cerdo,pig; pork,,1
Spanish,limpiaron,clean; (they) cleaned; (?) did they clean,,1
Spanish,miraron,(they) watched; (?) did they watch; (they) looked,,1
Spanish,limpió,(she) cleaned; clean,,1
Spanish,miró,look; (he) watched; (he) looked at,,1
Spanish,cerraron,(?) did they close; (they) closed; close,,1
Spanish,cerró,(she) shut; (he) closed; (?) did he shut,,1
Spanish,vaca,cow,,1
Spanish,aprendiste,(?) did you learn; learn; (you) learned,,1
Spanish,conocí,know; knew; (I) knew,,1
Spanish,estuviste,you were; (you) stayed; are,,1
Spanish,conociste,know; (you) met; (?) did you meet,,1
Spanish,aprendí,(I) learned; learned,,1
Spanish,estuve,I was; (I) stayed,,1
Spanish,hace mucho tiempo,a long time ago,,1
Spanish,estudiaste,(you) studied; (?) did you study; studied,,1
Spanish,estudié,study; (I) studied; studied,,1
Spanish,visité,(I) visited; visited,,1
Spanish,visitaste,visit; (?) did you visit; (you) visited,,1
Spanish,fui,(I) left; go; went,,1
Spanish,fuiste,is; left; go,,1
Spanish,viaje,trip; travel; drive,,1
Spanish,viví,(I) lived; lived,,1
Spanish,comiste,eat; (?) did you eat; (you) ate,,1
Spanish,viviste,(?) did you live; (you) lived; lived,,1
Spanish,comí,(I) had; (I) ate; had,,1
Spanish,bebiste,drink; (you) drank; (?) did you drink,,1
Spanish,ayer,yesterday; past,,1
Spanish,bebí,(I) had; drink; (I) drank,,1
Spanish,viajaste,(you) traveled; travel; (?) did you travel,,1
Spanish,viajé,travel; (I) traveled; traveled,,1
Spanish,hablaste,said; (?) did you speak; (you) said,,1
Spanish,hablé,speak; spoke; talk,,1
Spanish,probaste,try; touch; (?) did you try,,1
Spanish,probé,try; taste; (I) tried,,1
Spanish,pasado,last; had; passed,,1
Spanish,dentro,inside; in; within,,1
Spanish,fuera,outside,,1
Spanish,final,end; final; ending,,1
Spanish,abajo,downstairs; down; to go to pieces,,1
Spanish,atrás,ago; in the back; at the back,,1
Spanish,arriba,upstairs; come on!; above,,1
Spanish,espero,(I) am waiting for; (I) wait; (I) hope,,1
Spanish,detrás,behind,,1
Spanish,entre,between; among; (I/he/she/it/you) enter,,1
Spanish,buscando,looking for; searching for; wanting,,1
Spanish,seguir,to continue; to keep; to follow,,1
Spanish,direcciones,directions; headship; managements,,1
Spanish,carretera,highway; road,,1
Spanish,giro,(?) do I turn; (I) turn; turn,,1
Spanish,enfrente,in front; (I/he/she/it/you) bring … face to face; (I/he/she/it/you) bring … into conflict,,1
Spanish,disculpa,excuse me; apology,,1
Spanish,gira,(it) turns; (you) turn; turn,,1
Spanish,sigue,(you) go; is following; keeps,,1
Spanish,perdona,pardon me; forgive me; excuse me,,1
Spanish,derecho,straight,,1
Spanish,gire,take; (you) take; (you) turn,,1
Spanish,girar,to turn,,1
Spanish,perdone,pardon me; excuse me; forgive,,1
Spanish,tome,drink; go; take,,1
Spanish,siga,follow; (you) continue; continue,,1
Spanish,cercano,close; nearby; closed,,1
Spanish,nada,nothing; (he/she/it) swims; (you-formal) swim,,1
Spanish,decimos,(we) tell; (?) do we say; (we) say,,1
Spanish,preguntar,to ask; (to) wonder,,1
Spanish,millón,million; millionth,,1
Spanish,portuguesa,Portuguese,,1
Spanish,pregunto,(I) wonder; (I) ask; ask,,1
Spanish,mil,one thousand; (number) one thousand,,1
Spanish,almuerza,(he) eats lunch; (you) eat lunch; (she) eats lunch,,1
Spanish,dices,(?) can you tell; you're saying; (?) could you tell,,1
Spanish,mando,(I) send; should I send; direct,,1
Spanish,mesero,waiter; server,,1
Spanish,digo,speak; (I) say; go,,1
Spanish,les,hers; they; him,,1
Spanish,mandar,to send,,1
Spanish,oficinas,offices,,1
Spanish,noventa,ninety,,1
Spanish,cien,one hundred; a/one hundred,,1
Spanish,das,(?) could you give me; (?) are you giving; (you) give,,1
Spanish,setenta,seventy,,1
Spanish,le hago,I'm asking her; (I) ask her; I'm asking him,,1
Spanish,doy,giving; I'm giving; should I give,,1
Spanish,dar,to give; (to) give on to; (to) lead to,,1
Spanish,ochenta,eighty; number eighty,,1
Spanish,le,her; to her; they,,1
Spanish,hermoso,beautiful; lovely; beautifully,,1
Spanish,allá,there; over there,,1
Spanish,lávese,(you) wash; wash,,1
Spanish,lávate,wash; (you) wash; (you) wash yourself,,1
Spanish,siéntate,(you) sit; (you) sit down,,1
Spanish,siéntese,(you) sit down,,1
Spanish,acá,here; Acá,,1
Spanish,miro,(I) look at; watching; (I) am watching,,1
Spanish,levántese,(you) get up,,1
Spanish,levántate,(you) get up,,1
Spanish,sentarse,(to) sit down; (to) sit; sit,,1
Spanish,cuartos,bedrooms; rooms; fourth (num.),,1
Spanish,ducha,shower,,1
Spanish,traigo,get; (?) should I bring; (I) bring,,1
Spanish,granja,farm,,1
Spanish,piso,ground; floor; press,,1
Spanish,pared,wall,,1
Spanish,césped,grass; lawn,,1
Spanish,seguro,insurance; positive; surely,,1
Spanish,coges,get; taking; (you) take,,1
Spanish,nos ayudas,(?) can you help us,,1
Spanish,eso,that,,1
Spanish,traes,(you) bring; (?) can you bring,,1
Spanish,caja,box; checkout,,1
Spanish,ponerme,(to) wear; putting on; put,,1
Spanish,quedarme,stay; (to) stay; (to) fall,,1
Spanish,quedarnos,(to) stay; staying; stay,,1
Spanish,probarte,(to) try on; trying on,,1
Spanish,ponerte,(to) put on; putting on; put,,1
Spanish,esperar,to wait; (to) wait for; (to) hope,,1
Spanish,aldea,village; town; villages,,1
Spanish,levantarme,(to) get up; wake up; getting up,,1
Spanish,probarse,to try on,,1
Spanish,levantarte,(you) get up,,1
Spanish,ducharte,(to) shower; shower,,1
Spanish,lavarnos,(to) wash; wash,,1
Spanish,pie,foot; stood; based,,1
Spanish,oreja,ear,,1
Spanish,encontrar,to find; (to) find; (to) meet,,1
Spanish,desayunar,to have breakfast,,1
Spanish,recordar,to remember; (to) remind; (to) recall,,1
Spanish,papel,role; paper; part,,1
Spanish,entrada,ticket; driven; starter,,1
Spanish,librería,bookstore; bookshop,,1
Spanish,volar,to fly,,1
Spanish,cenar,dinner; (to) eat dinner; (to) have dinner,,1
Spanish,luego,later; then; later on,,1
Spanish,pensar,to think; (to) think about; (to) expect,,1
Spanish,venimos,(we) are coming; (we) come; (we) arrive,,1
Spanish,pensando,thinking; planning; think,,1
Spanish,piensa,do you plan; (he) plans; (he) thinks,,1
Spanish,pensamos,(we) thought; (we) think; (we) are thinking,,1
Spanish,por supuesto,of course,,1
Spanish,pienso,think; planning; figured,,1
Spanish,decir,to say; (to) say to oneself; tell,,1
Spanish,gustar,to like,,1
Spanish,invitar,to invite; have,,1
Spanish,viene,(?) does she come; (he) comes; come,,1
Spanish,se queda,falls; (he) is staying; remains,,1
Spanish,cambiar,(to) change; replace; change,,1
Spanish,venir,to come; come; (to) arrive,,1
Spanish,vengo,I'm coming; (I) come; come,,1
Spanish,gustaría,like; (?) would you like,,1
Spanish,todo el mundo,everybody,,1
Spanish,me quedo,(I)  stay; I'm staying,,1
Spanish,vuelvo,(I) return; (I) go back; return,,1
Spanish,puedes,can; (you) may; (?) could you,,1
Spanish,que viene,next,,1
Spanish,empiezas,(you) begin; open; (you) start,,1
Spanish,primero,first,,1
Spanish,quedarse,to stay; (to) stay (oneself); (to) keep (oneself),,1
Spanish,fecha,date,,1
Spanish,plan,planned; plan; designed,,1
Spanish,todo el tiempo,all the time,,1
Spanish,gatos,cats; noughts and crosses; amateurs,,1
Spanish,cafés,cafés; coffees; brown,,1
Spanish,imagen,image; picture,,1
Spanish,salsa,sauce; salsa; dip,,1
Spanish,ligero,lit; mild; light,,1
Spanish,todos,all; all of; everybody,,1
Spanish,los necesita,(she) needs them; (he) needs them,,1
Spanish,abro,I'm opening; drive; open,,1
Spanish,cierro,close; (I) close; (?) should I close,,1
Spanish,malo,mean; bad; wrong,,1
Spanish,lento,slow; slowly,,1
Spanish,paquete,package; pack,,1
Spanish,ya,already; now; right now,,1
Spanish,la quiero,(I) want it,,1
Spanish,las comen,(they) eat them,,1
Spanish,pruebas,try; touch; (you) try,,1
Spanish,bici,bike,,1
Spanish,lo quiero,(I) want it,,1
Spanish,bebemos,(we) drink; we're having; drink,,1
Spanish,lo,they; him; you,,1
Spanish,tés,teas,,1
Spanish,lo compro,I'm buying it,,1
Spanish,dibujando,drawing,,1
Spanish,bebiendo,drinking; he's having; having,,1
Spanish,leyendo,reading,,1
Spanish,escuelas,schools; coaching; colleges,,1
Spanish,saliendo,coming out; leading; leave,,1
Spanish,abriendo,opening,,1
Spanish,escribiendo,writing,,1
Spanish,pizarra,chalkboard; blackboard; whiteboard,,1
Spanish,nota,note; grade; (he) notices,,1
Spanish,aprendiendo,learning,,1
Spanish,haciendo,doing; acting; getting,,1
Spanish,comiendo,eating; having; taking,,1
Spanish,diccionario,dictionary,,1
Spanish,hablando,talking; speaking; ringing,,1
Spanish,estudiando,studying,,1
Spanish,escuchando,listening to; hearing; listening,,1
Spanish,lección,lesson; lecture,,1
Spanish,aula,classroom,,1
Spanish,se cepillan,(they) brush; (you) brush,,1
Spanish,nos cepillamos,(we) are brushing; (we) brush,,1
Spanish,cepillarse,to brush,,1
Spanish,cepillo de dientes,toothbrush,,1
Spanish,cepillo,brush; hair; hairbrush,,1
Spanish,diente,tooth; teeth,,1
Spanish,me cepillo,(I) brush,,1
Spanish,se sienten,(?) do you feel; (they) feel; feel,,1
Spanish,nos sentimos,feel,,1
Spanish,se ponen,(you) put on; put; (you) are putting on,,1
Spanish,nos ponemos,makes us; (we) put on; put,,1
Spanish,tuyo,yours,,1
Spanish,suyo,hers; yours; theirs,,1
Spanish,se levantan,(they) get up; (?) do you get up; stands up,,1
Spanish,se duchan,(?) are they showering; (they) shower; (?) do you shower,,1
Spanish,se lavan,(you) wash; (they) wash themselves,,1
Spanish,llave,key; lock,,1
Spanish,cara,face; expensive; faces,,1
Spanish,cabello,hair,,1
Spanish,mío,mine,,1
Spanish,nos duchamos,we shower; (we) are showering; (we) showered,,1
Spanish,lavarse,to wash; to wash up; to wash yourself up,,1
Spanish,nos llamamos,our names are,,1
Spanish,nos levantamos,(we) get up; (?) are we getting up; (we) got up,,1
Spanish,me lavo,(I)  wash,,1
Spanish,mano,hand,,1
Spanish,beba,drink; (you) drink; have,,1
Spanish,vuelva,get back; (you) come back; (he/she) returns,,1
Spanish,escriba,(you) write; writes; write,,1
Spanish,lápiz,pencil,,1
Spanish,vuelve,(you) come back; (you) return; (?) are you coming back,,1
Spanish,abres,unlocking; open; (?) can you open,,1
Spanish,página,page,,1
Spanish,hable,speaks; (you) speak; talk,,1
Spanish,trabaje,(you) work; work; works,,1
Spanish,pruebe,tries; (you) try; try,,1
Spanish,despacio,slowly; gently; quietly,,1
Spanish,pongo,(?) should I put; (I) get; (I) put,,1
Spanish,poner,to put; (to) put on; (to) put in,,1
Spanish,pones,(you) play; (you) put; play,,1
Spanish,lavar,(to) wash; washed; wash,,1
Spanish,refrigerador,fridge; refrigerator; refrigerators,,1
Spanish,cincuenta,fifty; number fifty,,1
Spanish,cuarenta,forty; number forty,,1
Spanish,llevar,to carry; (to) wear; (to) ride,,1
Spanish,sesenta,sixty,,1
Spanish,centavo,cent; penny,,1
Spanish,chorizo,sausage; chorizo,,1
Spanish,picante,hot; spicy; salty,,1
Spanish,mantequilla,butter,,1
Spanish,tienen que,has to; need; (they) have to,,1
Spanish,cuánta,how much,,1
Spanish,vegetal,vegetable; plant,,1
Spanish,papa,potato,,1
Spanish,huevo,egg; ball; lump,,1
Spanish,compra,(he) is buying; groceries; buy,,1
Spanish,tenemos que,(?) do we need to; (we) have to; need,,1
Spanish,plátano,banana,,1
Spanish,bolsa,bag,,1
Spanish,fruta,fruit,,1
Spanish,kilo,kilo; kilogram,,1
Spanish,vaqueros,jeans,,1
Spanish,lentes,glasses; spectacles; lenses,,1
Spanish,ambos,both,,1
Spanish,par,pair; couple,,1
Spanish,color,color; colors; dye,,1
Spanish,bota,boot; jump,,1
Spanish,bailes,dances,,1
Spanish,interesan,interest; (we) are interested,,1
Spanish,pájaro,bird,,1
Spanish,sitio,site; location; place,,1
Spanish,rápido,quick; quickly; smarter,,1
Spanish,tipo,types; kinds; stick,,1
Spanish,flor,flower,,1
Spanish,francesa,French,,1
Spanish,ojo,eye; look out,,1
Spanish,caliente,hot; warm,,1
Spanish,encantan,(we) love; (I) love,,1
Spanish,bananas,bananas,,1
Spanish,gustan,(?) do they like; (we) like; (I) like,,1
Spanish,vinos,wines; receptions,,1
Spanish,ensaladas,salads,,1
Spanish,chileno,Chilean,,1
Spanish,dulce,mild; softer; milder,,1
Spanish,veintinueve,twenty-nine,,1
Spanish,veintiocho,twenty-eight,,1
Spanish,treinta,thirty; (number) thirty,,1
Spanish,cuarto,quarter; room; bedroom,,1
Spanish,cámara,camera,,1
Spanish,minuto,minute,,1
Spanish,por,to; because; through,,1
Spanish,pronto,soon; early; prompt,,1
Spanish,veintiséis,twenty-six,,1
Spanish,veintisiete,twenty-seven,,1
Spanish,estar,being; (to) be; were,,1
Spanish,taxis,taxis,,1
Spanish,carros,cars; automobiles; carriages,,1
Spanish,adónde,where,,1
Spanish,van a,will,,1
Spanish,vamos a,will,,1
Spanish,llegar,to arrive; (to) reach; (to) come,,1
Spanish,listo,smart; ready; cute,,1
Spanish,avión,plane; airplane; aircraft,,1
Spanish,boletos,tickets; coupons,,1
Spanish,vas a,you're; attend; will,,1
Spanish,maletas,suitcases; Luggage; bags,,1
Spanish,va a,is; she's; will,,1
Spanish,pasaportes,passports,,1
Spanish,voy a,will; i'm,,1
Spanish,próximo,next; nearest; ahead,,1
Spanish,popular,popular; folk,,1
Spanish,la más,the most,,1
Spanish,el peor,the worst one,,1
Spanish,el más,the most,,1
Spanish,mundo,world,,1
Spanish,gordo,fat,,1
Spanish,delgado,thin; slim; slight,,1
Spanish,tan,that; so; as,,1
Spanish,famoso,celebrated; famous; celebrity,,1
Spanish,peor,worse; worst,,1
Spanish,mejor,the better; better; best,,1
Spanish,bello,beautiful; pretty,,1
Spanish,que,than; that; to,,1
Spanish,menos,minus; fewer; but,,1
Spanish,cómodo,idle; comfy; convenient,,1
Spanish,blusa,blouse,,1
Spanish,gorra,cap,,1
Spanish,japonés,Japanese,,1
Spanish,lengua,language; tongues; tongue,,1
Spanish,mismo,same; himself,,1
Spanish,chino,Chinese; curly,,1
Spanish,cantar,(to) sing; singing; sing,,1
Spanish,canción,song,,1
Spanish,sabes nadar,(you) know how to swim,,1
Spanish,carnes,meats,,1
Spanish,cocinar,(to) cook; how to cook; cooking,,1
Spanish,manejar,drive; driving; handles,,1
Spanish,cómo se escribe,(?) how do you write,,1
Spanish,no lo sé,I do not know; I don't know,,1
Spanish,sabes cuándo,(?) do you know when,,1
Spanish,sabes quién,(?) do you know who,,1
Spanish,sabe usted,(?) do you know,,1
Spanish,cómo se dice,(?) how do you say,,1
Spanish,saber,to know; (to) know; (to) know how to swim,,1
Spanish,sé,know; can; (I) know how to,,1
Spanish,sabes,(you) know; know; (?) do you know,,1
Spanish,edad,age,,1
Spanish,palabra,word,,1
Spanish,respuesta,answer; response; reply,,1
Spanish,esto,this,,1
Spanish,partidos,games; matches; administrative area,,1
Spanish,fiestas,parties; festival; festivals,,1
Spanish,radio,radio,,1
Spanish,asignatura,subject,,1
Spanish,grupo,band; group; stood,,1
Spanish,practicar,to practice,,1
Spanish,básquetbol,basketball,,1
Spanish,jugamos,(we) are playing; (we) play; played,,1
Spanish,cuáles,which; what; which ones,,1
Spanish,juego,playing; games; play,,1
Spanish,preferir,preferring; preferred; (to) prefer,,1
Spanish,importantes,important; considerable (plural); serious (plural),,1
Spanish,pintura,painting; paint,,1
Spanish,arte,art,,1
Spanish,europeo,European,,1
Spanish,me interesa,I'm interested in; (it) interests me; I am interested in,,1
Spanish,le interesa,(he) is interested in; (she) is interested in; is into,,1
Spanish,les interesa,(?) are you interested in; (they) are interested in,,1
Spanish,te interesa,(?) does it interest you; (?) are you interested in,,1
Spanish,nos interesa,(we) are interested in,,1
Spanish,conversación,conversation,,1
Spanish,foto,picture; photo; photos,,1
Spanish,agosto,August; (I) wither; (I) parch,,1
Spanish,septiembre,September,,1
Spanish,diciembre,December,,1
Spanish,octubre,October,,1
Spanish,noviembre,November,,1
Spanish,mes,month,,1
Spanish,otoño,autumn; fall,,1
Spanish,nieva,snow; (it) snows; (?) is it snowing,,1
Spanish,abril,April,,1
Spanish,llueve,(?) does it rain; (it) rains; raining,,1
Spanish,junio,June,,1
Spanish,julio,July; joule,,1
Spanish,mayo,May,,1
Spanish,primavera,spring; springtime,,1
Spanish,marzo,March,,1
Spanish,febrero,February,,1
Spanish,cómo está el tiempo,how's the weather,,1
Spanish,enero,January,,1
Spanish,nublado,cloudy,,1
Spanish,oscuro,dark; darker,,1
Spanish,invierno,winter,,1
Spanish,sol,sun; G; so,,1
Spanish,qué tiempo hace,what's the weather like,,1
Spanish,viento,wind; windy,,1
Spanish,pierdes,(you) miss; lose; (you) are wasting,,1
Spanish,entendemos,(we) understand; understand,,1
Spanish,pierden,(they) lose; (they) are losing; lose,,1
Spanish,entender,to understand,,1
Spanish,entiende,understand; (?) do you understand; (he) understands,,1
Spanish,perder,to lose; (to) miss; (to) lose one's way,,1
Spanish,entienden,(?) do you understand; understand; (they) understand,,1
Spanish,perdemos,lose; (we) lose; (we) miss,,1
Spanish,entiendo,(I) can understand; understand; get,,1
Spanish,empezar,to start; (to) begin; (to) open,,1
Spanish,cerramos,(we) closed; (we) close; (we) lock,,1
Spanish,cierran,(they) close; (you) are closing; close,,1
Spanish,empieza,begin; (?) does it start; (it) begins,,1
Spanish,empiezan,(they) are starting; (they) start; start,,1
Spanish,empiezo,(I) am starting; (I) start; start,,1
Spanish,cerrar,to close; (to) close up; (to) close down,,1
Spanish,empezamos,(we) started; begin; (we) start,,1
Spanish,cierras,(?) do you close; (?) can you close; (you) are closing,,1
Spanish,volver,to go back; to return; come back,,1
Spanish,puedo,(I) can; can; may I,,1
Spanish,pueden,(they) can; (you) could; may,,1
Spanish,podemos,can; (?) can we; (we) can,,1
Spanish,vuelven,again; (they) are going back; (you) go back,,1
Spanish,vuelves,(you) come back; (you) are going back; (you) return,,1
Spanish,puede,(I) may; (?) could you; (?) can you,,1
Spanish,poder,to be able to,,1
Spanish,volvemos,(we) are going back; (we) return; (we) go,,1
